date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:01:59	22201/22201	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/index.html	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/index.html	(from )
11:01:59	2897/2897	--FM--	200	added ('OK')	image/png		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/favicon.png	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/icon/favicon.png	(from )
11:01:59	25815/25815	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/bootstrap.min.css	(from )
11:01:59	183/183	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/owl.carousel.min.css	(from )
11:01:59	2506/2506	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/slicknav.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/slicknav.css	(from )
11:01:59	34336/34336	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/animate.min.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/animate.min.css	(from )
11:01:59	4213/4213	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/magnific-popup.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/magnific-popup.css	(from )
11:01:59	2614/2614	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/fontawesome-all.min.css	(from )
11:01:59	1097/1097	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/themify-icons.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/themify-icons.css	(from )
11:01:59	1776/1776	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/slick.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/slick.css	(from )
11:01:59	3881/3881	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/nice-select.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/nice-select.css	(from )
11:01:59	76951/76951	--FM--	200	added ('OK')	text/css		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/style.css	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/css/style.css	(from )
11:01:59	22221/22221	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/index-2.html	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/index-2.html	(from )
11:01:59	4631/4631	--FM--	200	added ('OK')	image/png		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/logo/logo.png	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/assets/img/logo/logo.png	(from )
11:01:59	13048/13048	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/about.html	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/about.html	(from )
11:01:59	15855/15855	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/services.html	C:/My%20Web%20Sites/MZ/file/C_/My%20Web%20Sites/MZ/preview.colorlib.com/theme/calvino/services.html	(from )
